date,pneumonia symptoms_unscaled,pneumonia symptoms_monthly,isPartial,scale,pneumonia symptoms
2018-05-02,90,30.0,,0.3,27.0
2018-05-03,88,30.0,,0.3,26.4
2018-05-04,95,30.0,,0.3,28.5
2018-05-05,69,30.0,,0.3,20.7
2018-05-06,94,30.0,,0.3,28.2
2018-05-07,73,30.0,,0.3,21.9
2018-05-08,90,30.0,,0.3,27.0
2018-05-09,85,30.0,,0.3,25.5
2018-05-10,87,30.0,,0.3,26.099999999999998
2018-05-11,92,30.0,,0.3,27.599999999999998
2018-05-12,83,30.0,,0.3,24.9
2018-05-13,100,30.0,,0.3,30.0
2018-05-14,99,30.0,,0.3,29.7
2018-05-15,75,30.0,,0.3,22.5
2018-05-16,76,30.0,,0.3,22.8
2018-05-17,86,30.0,,0.3,25.8
2018-05-18,66,30.0,,0.3,19.8
2018-05-19,83,30.0,,0.3,24.9
2018-05-20,71,30.0,,0.3,21.3
2018-05-21,99,30.0,,0.3,29.7
2018-05-22,87,30.0,,0.3,26.099999999999998
2018-05-23,83,30.0,,0.3,24.9
2018-05-24,63,30.0,,0.3,18.9
2018-05-25,76,30.0,,0.3,22.8
2018-05-26,67,30.0,,0.3,20.099999999999998
2018-05-27,69,30.0,,0.3,20.7
2018-05-28,83,30.0,,0.3,24.9
2018-05-29,88,30.0,,0.3,26.4
2018-05-30,63,30.0,,0.3,18.9
2018-05-31,70,30.0,,0.3,21.0
2018-06-01,86,24.0,False,0.24,20.64
2018-06-02,86,24.0,,0.24,20.64
2018-06-03,100,24.0,,0.24,24.0
2018-06-04,84,24.0,,0.24,20.16
2018-06-05,99,24.0,,0.24,23.759999999999998
2018-06-06,85,24.0,,0.24,20.4
2018-06-07,67,24.0,,0.24,16.08
2018-06-08,83,24.0,,0.24,19.919999999999998
2018-06-09,84,24.0,,0.24,20.16
2018-06-10,71,24.0,,0.24,17.04
2018-06-11,74,24.0,,0.24,17.759999999999998
2018-06-12,86,24.0,,0.24,20.64
2018-06-13,91,24.0,,0.24,21.84
2018-06-14,73,24.0,,0.24,17.52
2018-06-15,83,24.0,,0.24,19.919999999999998
2018-06-16,57,24.0,,0.24,13.68
2018-06-17,68,24.0,,0.24,16.32
2018-06-18,65,24.0,,0.24,15.6
2018-06-19,67,24.0,,0.24,16.08
2018-06-20,54,24.0,,0.24,12.959999999999999
2018-06-21,71,24.0,,0.24,17.04
2018-06-22,66,24.0,,0.24,15.84
2018-06-23,79,24.0,,0.24,18.96
2018-06-24,82,24.0,,0.24,19.68
2018-06-25,66,24.0,,0.24,15.84
2018-06-26,81,24.0,,0.24,19.439999999999998
2018-06-27,37,24.0,,0.24,8.879999999999999
2018-06-28,75,24.0,,0.24,18.0
2018-06-29,59,24.0,,0.24,14.16
2018-06-30,59,24.0,,0.24,14.16
2018-07-01,66,20.0,False,0.2,13.200000000000001
2018-07-02,89,20.0,,0.2,17.8
2018-07-03,66,20.0,,0.2,13.200000000000001
2018-07-04,71,20.0,,0.2,14.200000000000001
2018-07-05,80,20.0,,0.2,16.0
2018-07-06,55,20.0,,0.2,11.0
2018-07-07,78,20.0,,0.2,15.600000000000001
2018-07-08,70,20.0,,0.2,14.0
2018-07-09,92,20.0,,0.2,18.400000000000002
2018-07-10,80,20.0,,0.2,16.0
2018-07-11,83,20.0,,0.2,16.6
2018-07-12,85,20.0,,0.2,17.0
2018-07-13,73,20.0,,0.2,14.600000000000001
2018-07-14,77,20.0,,0.2,15.4
2018-07-15,82,20.0,,0.2,16.400000000000002
2018-07-16,84,20.0,,0.2,16.8
2018-07-17,96,20.0,,0.2,19.200000000000003
2018-07-18,86,20.0,,0.2,17.2
2018-07-19,92,20.0,,0.2,18.400000000000002
2018-07-20,86,20.0,,0.2,17.2
2018-07-21,61,20.0,,0.2,12.200000000000001
2018-07-22,65,20.0,,0.2,13.0
2018-07-23,84,20.0,,0.2,16.8
2018-07-24,80,20.0,,0.2,16.0
2018-07-25,71,20.0,,0.2,14.200000000000001
2018-07-26,100,20.0,,0.2,20.0
2018-07-27,70,20.0,,0.2,14.0
2018-07-28,84,20.0,,0.2,16.8
2018-07-29,74,20.0,,0.2,14.8
2018-07-30,84,20.0,,0.2,16.8
2018-07-31,81,20.0,,0.2,16.2
2018-08-01,72,19.0,False,0.19,13.68
2018-08-02,59,19.0,,0.19,11.21
2018-08-03,45,19.0,,0.19,8.55
2018-08-04,58,19.0,,0.19,11.02
2018-08-05,49,19.0,,0.19,9.31
2018-08-06,66,19.0,,0.19,12.540000000000001
2018-08-07,40,19.0,,0.19,7.6
2018-08-08,35,19.0,,0.19,6.65
2018-08-09,42,19.0,,0.19,7.98
2018-08-10,31,19.0,,0.19,5.89
2018-08-11,51,19.0,,0.19,9.69
2018-08-12,70,19.0,,0.19,13.3
2018-08-13,48,19.0,,0.19,9.120000000000001
2018-08-14,63,19.0,,0.19,11.97
2018-08-15,62,19.0,,0.19,11.78
2018-08-16,50,19.0,,0.19,9.5
2018-08-17,73,19.0,,0.19,13.870000000000001
2018-08-18,40,19.0,,0.19,7.6
2018-08-19,50,19.0,,0.19,9.5
2018-08-20,48,19.0,,0.19,9.120000000000001
2018-08-21,59,19.0,,0.19,11.21
2018-08-22,63,19.0,,0.19,11.97
2018-08-23,64,19.0,,0.19,12.16
2018-08-24,47,19.0,,0.19,8.93
2018-08-25,46,19.0,,0.19,8.74
2018-08-26,53,19.0,,0.19,10.07
2018-08-27,73,19.0,,0.19,13.870000000000001
2018-08-28,76,19.0,,0.19,14.44
2018-08-29,100,19.0,,0.19,19.0
2018-08-30,70,19.0,,0.19,13.3
2018-08-31,51,19.0,,0.19,9.69
2018-09-01,69,28.0,False,0.28,19.32
2018-09-02,66,28.0,,0.28,18.48
2018-09-03,58,28.0,,0.28,16.240000000000002
2018-09-04,77,28.0,,0.28,21.560000000000002
2018-09-05,69,28.0,,0.28,19.32
2018-09-06,78,28.0,,0.28,21.840000000000003
2018-09-07,60,28.0,,0.28,16.8
2018-09-08,70,28.0,,0.28,19.6
2018-09-09,57,28.0,,0.28,15.96
2018-09-10,70,28.0,,0.28,19.6
2018-09-11,73,28.0,,0.28,20.44
2018-09-12,91,28.0,,0.28,25.480000000000004
2018-09-13,61,28.0,,0.28,17.080000000000002
2018-09-14,61,28.0,,0.28,17.080000000000002
2018-09-15,76,28.0,,0.28,21.28
2018-09-16,85,28.0,,0.28,23.8
2018-09-17,100,28.0,,0.28,28.000000000000004
2018-09-18,91,28.0,,0.28,25.480000000000004
2018-09-19,84,28.0,,0.28,23.520000000000003
2018-09-20,70,28.0,,0.28,19.6
2018-09-21,79,28.0,,0.28,22.12
2018-09-22,67,28.0,,0.28,18.76
2018-09-23,91,28.0,,0.28,25.480000000000004
2018-09-24,79,28.0,,0.28,22.12
2018-09-25,92,28.0,,0.28,25.76
2018-09-26,74,28.0,,0.28,20.720000000000002
2018-09-27,80,28.0,,0.28,22.400000000000002
2018-09-28,73,28.0,,0.28,20.44
2018-09-29,65,28.0,,0.28,18.200000000000003
2018-09-30,82,28.0,,0.28,22.96
2018-10-01,89,30.0,False,0.3,26.7
2018-10-02,78,30.0,,0.3,23.4
2018-10-03,68,30.0,,0.3,20.4
2018-10-04,75,30.0,,0.3,22.5
2018-10-05,73,30.0,,0.3,21.9
2018-10-06,69,30.0,,0.3,20.7
2018-10-07,72,30.0,,0.3,21.599999999999998
2018-10-08,76,30.0,,0.3,22.8
2018-10-09,71,30.0,,0.3,21.3
2018-10-10,79,30.0,,0.3,23.7
2018-10-11,54,30.0,,0.3,16.2
2018-10-12,99,30.0,,0.3,29.7
2018-10-13,88,30.0,,0.3,26.4
2018-10-14,81,30.0,,0.3,24.3
2018-10-15,88,30.0,,0.3,26.4
2018-10-16,77,30.0,,0.3,23.099999999999998
2018-10-17,79,30.0,,0.3,23.7
2018-10-18,87,30.0,,0.3,26.099999999999998
2018-10-19,79,30.0,,0.3,23.7
2018-10-20,74,30.0,,0.3,22.2
2018-10-21,89,30.0,,0.3,26.7
2018-10-22,84,30.0,,0.3,25.2
2018-10-23,72,30.0,,0.3,21.599999999999998
2018-10-24,67,30.0,,0.3,20.099999999999998
2018-10-25,82,30.0,,0.3,24.599999999999998
2018-10-26,77,30.0,,0.3,23.099999999999998
2018-10-27,77,30.0,,0.3,23.099999999999998
2018-10-28,80,30.0,,0.3,24.0
2018-10-29,94,30.0,,0.3,28.2
2018-10-30,76,30.0,,0.3,22.8
2018-10-31,100,30.0,,0.3,30.0
2018-11-01,49,50.0,False,0.5,24.5
2018-11-02,38,50.0,,0.5,19.0
2018-11-03,42,50.0,,0.5,21.0
2018-11-04,51,50.0,,0.5,25.5
2018-11-05,45,50.0,,0.5,22.5
2018-11-06,42,50.0,,0.5,21.0
2018-11-07,47,50.0,,0.5,23.5
2018-11-08,41,50.0,,0.5,20.5
2018-11-09,58,50.0,,0.5,29.0
2018-11-10,47,50.0,,0.5,23.5
2018-11-11,51,50.0,,0.5,25.5
2018-11-12,60,50.0,,0.5,30.0
2018-11-13,56,50.0,,0.5,28.0
2018-11-14,60,50.0,,0.5,30.0
2018-11-15,60,50.0,,0.5,30.0
2018-11-16,100,50.0,,0.5,50.0
2018-11-17,69,50.0,,0.5,34.5
2018-11-18,76,50.0,,0.5,38.0
2018-11-19,68,50.0,,0.5,34.0
2018-11-20,61,50.0,,0.5,30.5
2018-11-21,55,50.0,,0.5,27.5
2018-11-22,44,50.0,,0.5,22.0
2018-11-23,44,50.0,,0.5,22.0
2018-11-24,64,50.0,,0.5,32.0
2018-11-25,76,50.0,,0.5,38.0
2018-11-26,64,50.0,,0.5,32.0
2018-11-27,65,50.0,,0.5,32.5
2018-11-28,53,50.0,,0.5,26.5
2018-11-29,55,50.0,,0.5,27.5
2018-11-30,55,50.0,,0.5,27.5
2018-12-01,64,58.0,False,0.58,37.12
2018-12-02,72,58.0,,0.58,41.76
2018-12-03,69,58.0,,0.58,40.019999999999996
2018-12-04,73,58.0,,0.58,42.339999999999996
2018-12-05,85,58.0,,0.58,49.3
2018-12-06,93,58.0,,0.58,53.94
2018-12-07,61,58.0,,0.58,35.379999999999995
2018-12-08,58,58.0,,0.58,33.64
2018-12-09,76,58.0,,0.58,44.08
2018-12-10,77,58.0,,0.58,44.66
2018-12-11,79,58.0,,0.58,45.82
2018-12-12,86,58.0,,0.58,49.879999999999995
2018-12-13,83,58.0,,0.58,48.13999999999999
2018-12-14,71,58.0,,0.58,41.18
2018-12-15,83,58.0,,0.58,48.13999999999999
2018-12-16,86,58.0,,0.58,49.879999999999995
2018-12-17,86,58.0,,0.58,49.879999999999995
2018-12-18,73,58.0,,0.58,42.339999999999996
2018-12-19,78,58.0,,0.58,45.239999999999995
2018-12-20,80,58.0,,0.58,46.4
2018-12-21,87,58.0,,0.58,50.459999999999994
2018-12-22,74,58.0,,0.58,42.919999999999995
2018-12-23,86,58.0,,0.58,49.879999999999995
2018-12-24,80,58.0,,0.58,46.4
2018-12-25,80,58.0,,0.58,46.4
2018-12-26,96,58.0,,0.58,55.67999999999999
2018-12-27,90,58.0,,0.58,52.199999999999996
2018-12-28,91,58.0,,0.58,52.779999999999994
2018-12-29,79,58.0,,0.58,45.82
2018-12-30,100,58.0,,0.58,57.99999999999999
2018-12-31,92,58.0,,0.58,53.36
2019-01-01,56,58.0,False,0.58,32.48
2019-01-02,72,58.0,,0.58,41.76
2019-01-03,77,58.0,,0.58,44.66
2019-01-04,60,58.0,,0.58,34.8
2019-01-05,51,58.0,,0.58,29.58
2019-01-06,42,58.0,,0.58,24.36
2019-01-07,50,58.0,,0.58,28.999999999999996
2019-01-08,51,58.0,,0.58,29.58
2019-01-09,46,58.0,,0.58,26.68
2019-01-10,35,58.0,,0.58,20.299999999999997
2019-01-11,49,58.0,,0.58,28.419999999999998
2019-01-12,50,58.0,,0.58,28.999999999999996
2019-01-13,39,58.0,,0.58,22.619999999999997
2019-01-14,55,58.0,,0.58,31.9
2019-01-15,48,58.0,,0.58,27.839999999999996
2019-01-16,47,58.0,,0.58,27.259999999999998
2019-01-17,49,58.0,,0.58,28.419999999999998
2019-01-18,42,58.0,,0.58,24.36
2019-01-19,42,58.0,,0.58,24.36
2019-01-20,36,58.0,,0.58,20.88
2019-01-21,49,58.0,,0.58,28.419999999999998
2019-01-22,45,58.0,,0.58,26.099999999999998
2019-01-23,44,58.0,,0.58,25.52
2019-01-24,43,58.0,,0.58,24.939999999999998
2019-01-25,61,58.0,,0.58,35.379999999999995
2019-01-26,100,58.0,,0.58,57.99999999999999
2019-01-27,75,58.0,,0.58,43.5
2019-01-28,50,58.0,,0.58,28.999999999999996
2019-01-29,55,58.0,,0.58,31.9
2019-01-30,51,58.0,,0.58,29.58
2019-01-31,53,58.0,,0.58,30.74
2019-02-01,77,60.0,False,0.6,46.199999999999996
2019-02-02,88,60.0,,0.6,52.8
2019-02-03,74,60.0,,0.6,44.4
2019-02-04,81,60.0,,0.6,48.6
2019-02-05,95,60.0,,0.6,57.0
2019-02-06,98,60.0,,0.6,58.8
2019-02-07,86,60.0,,0.6,51.6
2019-02-08,82,60.0,,0.6,49.199999999999996
2019-02-09,92,60.0,,0.6,55.199999999999996
2019-02-10,100,60.0,,0.6,60.0
2019-02-11,99,60.0,,0.6,59.4
2019-02-12,82,60.0,,0.6,49.199999999999996
2019-02-13,91,60.0,,0.6,54.6
2019-02-14,74,60.0,,0.6,44.4
2019-02-15,81,60.0,,0.6,48.6
2019-02-16,64,60.0,,0.6,38.4
2019-02-17,78,60.0,,0.6,46.8
2019-02-18,85,60.0,,0.6,51.0
2019-02-19,81,60.0,,0.6,48.6
2019-02-20,75,60.0,,0.6,45.0
2019-02-21,79,60.0,,0.6,47.4
2019-02-22,78,60.0,,0.6,46.8
2019-02-23,76,60.0,,0.6,45.6
2019-02-24,85,60.0,,0.6,51.0
2019-02-25,77,60.0,,0.6,46.199999999999996
2019-02-26,70,60.0,,0.6,42.0
2019-02-27,83,60.0,,0.6,49.8
2019-02-28,58,60.0,,0.6,34.8
2019-03-01,78,54.0,False,0.54,42.120000000000005
2019-03-02,93,54.0,,0.54,50.220000000000006
2019-03-03,74,54.0,,0.54,39.96
2019-03-04,84,54.0,,0.54,45.36
2019-03-05,79,54.0,,0.54,42.660000000000004
2019-03-06,100,54.0,,0.54,54.0
2019-03-07,91,54.0,,0.54,49.14
2019-03-08,87,54.0,,0.54,46.980000000000004
2019-03-09,93,54.0,,0.54,50.220000000000006
2019-03-10,87,54.0,,0.54,46.980000000000004
2019-03-11,96,54.0,,0.54,51.84
2019-03-12,79,54.0,,0.54,42.660000000000004
2019-03-13,93,54.0,,0.54,50.220000000000006
2019-03-14,85,54.0,,0.54,45.900000000000006
2019-03-15,83,54.0,,0.54,44.82
2019-03-16,90,54.0,,0.54,48.6
2019-03-17,98,54.0,,0.54,52.92
2019-03-18,93,54.0,,0.54,50.220000000000006
2019-03-19,90,54.0,,0.54,48.6
2019-03-20,95,54.0,,0.54,51.300000000000004
2019-03-21,69,54.0,,0.54,37.260000000000005
2019-03-22,75,54.0,,0.54,40.5
2019-03-23,81,54.0,,0.54,43.74
2019-03-24,87,54.0,,0.54,46.980000000000004
2019-03-25,89,54.0,,0.54,48.06
2019-03-26,87,54.0,,0.54,46.980000000000004
2019-03-27,89,54.0,,0.54,48.06
2019-03-28,90,54.0,,0.54,48.6
2019-03-29,59,54.0,,0.54,31.860000000000003
2019-03-30,59,54.0,,0.54,31.860000000000003
2019-03-31,70,54.0,,0.54,37.800000000000004
2019-04-01,100,40.0,False,0.4,40.0
2019-04-02,77,40.0,,0.4,30.8
2019-04-03,89,40.0,,0.4,35.6
2019-04-04,76,40.0,,0.4,30.400000000000002
2019-04-05,71,40.0,,0.4,28.400000000000002
2019-04-06,66,40.0,,0.4,26.400000000000002
2019-04-07,73,40.0,,0.4,29.200000000000003
2019-04-08,76,40.0,,0.4,30.400000000000002
2019-04-09,67,40.0,,0.4,26.8
2019-04-10,73,40.0,,0.4,29.200000000000003
2019-04-11,69,40.0,,0.4,27.6
2019-04-12,55,40.0,,0.4,22.0
2019-04-13,61,40.0,,0.4,24.400000000000002
2019-04-14,63,40.0,,0.4,25.200000000000003
2019-04-15,75,40.0,,0.4,30.0
2019-04-16,73,40.0,,0.4,29.200000000000003
2019-04-17,50,40.0,,0.4,20.0
2019-04-18,62,40.0,,0.4,24.8
2019-04-19,58,40.0,,0.4,23.200000000000003
2019-04-20,48,40.0,,0.4,19.200000000000003
2019-04-21,52,40.0,,0.4,20.8
2019-04-22,76,40.0,,0.4,30.400000000000002
2019-04-23,63,40.0,,0.4,25.200000000000003
2019-04-24,75,40.0,,0.4,30.0
2019-04-25,64,40.0,,0.4,25.6
2019-04-26,59,40.0,,0.4,23.6
2019-04-27,57,40.0,,0.4,22.8
2019-04-28,51,40.0,,0.4,20.400000000000002
2019-04-29,71,40.0,,0.4,28.400000000000002
2019-04-30,66,40.0,,0.4,26.400000000000002
2019-05-01,80,38.0,False,0.38,30.4
2019-05-02,67,38.0,,0.38,25.46
2019-05-03,70,38.0,,0.38,26.6
2019-05-04,57,38.0,,0.38,21.66
2019-05-05,75,38.0,,0.38,28.5
2019-05-06,80,38.0,,0.38,30.4
2019-05-07,100,38.0,,0.38,38.0
2019-05-08,85,38.0,,0.38,32.3
2019-05-09,84,38.0,,0.38,31.92
2019-05-10,83,38.0,,0.38,31.54
2019-05-11,72,38.0,,0.38,27.36
2019-05-12,62,38.0,,0.38,23.56
2019-05-13,66,38.0,,0.38,25.080000000000002
2019-05-14,66,38.0,,0.38,25.080000000000002
2019-05-15,83,38.0,,0.38,31.54
2019-05-16,86,38.0,,0.38,32.68
2019-05-17,78,38.0,,0.38,29.64
2019-05-18,63,38.0,,0.38,23.94
2019-05-19,82,38.0,,0.38,31.16
2019-05-20,89,38.0,,0.38,33.82
2019-05-21,95,38.0,,0.38,36.1
2019-05-22,97,38.0,,0.38,36.86
2019-05-23,74,38.0,,0.38,28.12
2019-05-24,91,38.0,,0.38,34.58
2019-05-25,56,38.0,,0.38,21.28
2019-05-26,87,38.0,,0.38,33.06
2019-05-27,79,38.0,,0.38,30.02
2019-05-28,50,38.0,,0.38,19.0
2019-05-29,70,38.0,,0.38,26.6
2019-05-30,75,38.0,,0.38,28.5
2019-05-31,82,38.0,,0.38,31.16
2019-06-01,78,28.0,False,0.28,21.840000000000003
2019-06-02,79,28.0,,0.28,22.12
2019-06-03,100,28.0,,0.28,28.000000000000004
2019-06-04,94,28.0,,0.28,26.320000000000004
2019-06-05,71,28.0,,0.28,19.880000000000003
2019-06-06,55,28.0,,0.28,15.400000000000002
2019-06-07,74,28.0,,0.28,20.720000000000002
2019-06-08,82,28.0,,0.28,22.96
2019-06-09,78,28.0,,0.28,21.840000000000003
2019-06-10,95,28.0,,0.28,26.6
2019-06-11,86,28.0,,0.28,24.080000000000002
2019-06-12,78,28.0,,0.28,21.840000000000003
2019-06-13,89,28.0,,0.28,24.92
2019-06-14,61,28.0,,0.28,17.080000000000002
2019-06-15,77,28.0,,0.28,21.560000000000002
2019-06-16,75,28.0,,0.28,21.000000000000004
2019-06-17,48,28.0,,0.28,13.440000000000001
2019-06-18,78,28.0,,0.28,21.840000000000003
2019-06-19,64,28.0,,0.28,17.92
2019-06-20,68,28.0,,0.28,19.040000000000003
2019-06-21,41,28.0,,0.28,11.48
2019-06-22,76,28.0,,0.28,21.28
2019-06-23,60,28.0,,0.28,16.8
2019-06-24,90,28.0,,0.28,25.200000000000003
2019-06-25,60,28.0,,0.28,16.8
2019-06-26,56,28.0,,0.28,15.680000000000001
2019-06-27,77,28.0,,0.28,21.560000000000002
2019-06-28,56,28.0,,0.28,15.680000000000001
2019-06-29,76,28.0,,0.28,21.28
2019-06-30,56,28.0,,0.28,15.680000000000001
2019-07-01,83,23.0,False,0.23,19.09
2019-07-02,100,23.0,,0.23,23.0
2019-07-03,69,23.0,,0.23,15.870000000000001
2019-07-04,54,23.0,,0.23,12.42
2019-07-05,100,23.0,,0.23,23.0
2019-07-06,86,23.0,,0.23,19.78
2019-07-07,75,23.0,,0.23,17.25
2019-07-08,82,23.0,,0.23,18.86
2019-07-09,92,23.0,,0.23,21.16
2019-07-10,81,23.0,,0.23,18.630000000000003
2019-07-11,79,23.0,,0.23,18.17
2019-07-12,63,23.0,,0.23,14.49
2019-07-13,81,23.0,,0.23,18.630000000000003
2019-07-14,93,23.0,,0.23,21.39
2019-07-15,67,23.0,,0.23,15.41
2019-07-16,81,23.0,,0.23,18.630000000000003
2019-07-17,85,23.0,,0.23,19.55
2019-07-18,67,23.0,,0.23,15.41
2019-07-19,56,23.0,,0.23,12.88
2019-07-20,84,23.0,,0.23,19.32
2019-07-21,51,23.0,,0.23,11.73
2019-07-22,74,23.0,,0.23,17.02
2019-07-23,58,23.0,,0.23,13.34
2019-07-24,88,23.0,,0.23,20.240000000000002
2019-07-25,63,23.0,,0.23,14.49
2019-07-26,71,23.0,,0.23,16.330000000000002
2019-07-27,54,23.0,,0.23,12.42
2019-07-28,86,23.0,,0.23,19.78
2019-07-29,98,23.0,,0.23,22.540000000000003
2019-07-30,59,23.0,,0.23,13.57
2019-07-31,69,23.0,,0.23,15.870000000000001
2019-08-01,78,22.0,False,0.22,17.16
2019-08-02,69,22.0,,0.22,15.18
2019-08-03,68,22.0,,0.22,14.96
2019-08-04,90,22.0,,0.22,19.8
2019-08-05,63,22.0,,0.22,13.86
2019-08-06,65,22.0,,0.22,14.3
2019-08-07,71,22.0,,0.22,15.62
2019-08-08,69,22.0,,0.22,15.18
2019-08-09,62,22.0,,0.22,13.64
2019-08-10,74,22.0,,0.22,16.28
2019-08-11,100,22.0,,0.22,22.0
2019-08-12,58,22.0,,0.22,12.76
2019-08-13,87,22.0,,0.22,19.14
2019-08-14,70,22.0,,0.22,15.4
2019-08-15,80,22.0,,0.22,17.6
2019-08-16,91,22.0,,0.22,20.02
2019-08-17,54,22.0,,0.22,11.88
2019-08-18,64,22.0,,0.22,14.08
2019-08-19,72,22.0,,0.22,15.84
2019-08-20,78,22.0,,0.22,17.16
2019-08-21,50,22.0,,0.22,11.0
2019-08-22,82,22.0,,0.22,18.04
2019-08-23,88,22.0,,0.22,19.36
2019-08-24,53,22.0,,0.22,11.66
2019-08-25,79,22.0,,0.22,17.38
2019-08-26,71,22.0,,0.22,15.62
2019-08-27,100,22.0,,0.22,22.0
2019-08-28,85,22.0,,0.22,18.7
2019-08-29,94,22.0,,0.22,20.68
2019-08-30,99,22.0,,0.22,21.78
2019-08-31,91,22.0,,0.22,20.02
2019-09-01,49,36.0,False,0.36,17.64
2019-09-02,52,36.0,,0.36,18.72
2019-09-03,49,36.0,,0.36,17.64
2019-09-04,60,36.0,,0.36,21.599999999999998
2019-09-05,70,36.0,,0.36,25.2
2019-09-06,43,36.0,,0.36,15.479999999999999
2019-09-07,69,36.0,,0.36,24.84
2019-09-08,55,36.0,,0.36,19.8
2019-09-09,67,36.0,,0.36,24.119999999999997
2019-09-10,56,36.0,,0.36,20.16
2019-09-11,67,36.0,,0.36,24.119999999999997
2019-09-12,73,36.0,,0.36,26.279999999999998
2019-09-13,73,36.0,,0.36,26.279999999999998
2019-09-14,55,36.0,,0.36,19.8
2019-09-15,61,36.0,,0.36,21.96
2019-09-16,85,36.0,,0.36,30.599999999999998
2019-09-17,88,36.0,,0.36,31.68
2019-09-18,76,36.0,,0.36,27.36
2019-09-19,74,36.0,,0.36,26.64
2019-09-20,82,36.0,,0.36,29.52
2019-09-21,64,36.0,,0.36,23.04
2019-09-22,62,36.0,,0.36,22.32
2019-09-23,74,36.0,,0.36,26.64
2019-09-24,100,36.0,,0.36,36.0
2019-09-25,86,36.0,,0.36,30.959999999999997
2019-09-26,85,36.0,,0.36,30.599999999999998
2019-09-27,66,36.0,,0.36,23.759999999999998
2019-09-28,88,36.0,,0.36,31.68
2019-09-29,71,36.0,,0.36,25.56
2019-09-30,87,36.0,,0.36,31.32
2019-10-01,74,38.0,False,0.38,28.12
2019-10-02,60,38.0,,0.38,22.8
2019-10-03,62,38.0,,0.38,23.56
2019-10-04,67,38.0,,0.38,25.46
2019-10-05,49,38.0,,0.38,18.62
2019-10-06,69,38.0,,0.38,26.22
2019-10-07,71,38.0,,0.38,26.98
2019-10-08,62,38.0,,0.38,23.56
2019-10-09,68,38.0,,0.38,25.84
2019-10-10,59,38.0,,0.38,22.42
2019-10-11,63,38.0,,0.38,23.94
2019-10-12,55,38.0,,0.38,20.9
2019-10-13,68,38.0,,0.38,25.84
2019-10-14,83,38.0,,0.38,31.54
2019-10-15,73,38.0,,0.38,27.740000000000002
2019-10-16,66,38.0,,0.38,25.080000000000002
2019-10-17,74,38.0,,0.38,28.12
2019-10-18,72,38.0,,0.38,27.36
2019-10-19,68,38.0,,0.38,25.84
2019-10-20,85,38.0,,0.38,32.3
2019-10-21,64,38.0,,0.38,24.32
2019-10-22,74,38.0,,0.38,28.12
2019-10-23,71,38.0,,0.38,26.98
2019-10-24,84,38.0,,0.38,31.92
2019-10-25,54,38.0,,0.38,20.52
2019-10-26,67,38.0,,0.38,25.46
2019-10-27,74,38.0,,0.38,28.12
2019-10-28,100,38.0,,0.38,38.0
2019-10-29,77,38.0,,0.38,29.26
2019-10-30,82,38.0,,0.38,31.16
2019-10-31,65,38.0,,0.38,24.7
2019-11-01,61,49.0,False,0.49,29.89
2019-11-02,63,49.0,,0.49,30.87
2019-11-03,64,49.0,,0.49,31.36
2019-11-04,57,49.0,,0.49,27.93
2019-11-05,61,49.0,,0.49,29.89
2019-11-06,63,49.0,,0.49,30.87
2019-11-07,75,49.0,,0.49,36.75
2019-11-08,64,49.0,,0.49,31.36
2019-11-09,67,49.0,,0.49,32.83
2019-11-10,66,49.0,,0.49,32.339999999999996
2019-11-11,69,49.0,,0.49,33.81
2019-11-12,72,49.0,,0.49,35.28
2019-11-13,66,49.0,,0.49,32.339999999999996
2019-11-14,72,49.0,,0.49,35.28
2019-11-15,67,49.0,,0.49,32.83
2019-11-16,81,49.0,,0.49,39.69
2019-11-17,76,49.0,,0.49,37.24
2019-11-18,100,49.0,,0.49,49.0
2019-11-19,86,49.0,,0.49,42.14
2019-11-20,76,49.0,,0.49,37.24
2019-11-21,82,49.0,,0.49,40.18
2019-11-22,94,49.0,,0.49,46.06
2019-11-23,74,49.0,,0.49,36.26
2019-11-24,85,49.0,,0.49,41.65
2019-11-25,85,49.0,,0.49,41.65
2019-11-26,91,49.0,,0.49,44.589999999999996
2019-11-27,77,49.0,,0.49,37.73
2019-11-28,56,49.0,,0.49,27.439999999999998
2019-11-29,60,49.0,,0.49,29.4
2019-11-30,73,49.0,,0.49,35.769999999999996
2019-12-01,40,62.0,False,0.62,24.8
2019-12-02,39,62.0,,0.62,24.18
2019-12-03,48,62.0,,0.62,29.759999999999998
2019-12-04,41,62.0,,0.62,25.419999999999998
2019-12-05,35,62.0,,0.62,21.7
2019-12-06,42,62.0,,0.62,26.04
2019-12-07,33,62.0,,0.62,20.46
2019-12-08,37,62.0,,0.62,22.94
2019-12-09,44,62.0,,0.62,27.28
2019-12-10,39,62.0,,0.62,24.18
2019-12-11,36,62.0,,0.62,22.32
2019-12-12,37,62.0,,0.62,22.94
2019-12-13,36,62.0,,0.62,22.32
2019-12-14,30,62.0,,0.62,18.6
2019-12-15,33,62.0,,0.62,20.46
2019-12-16,37,62.0,,0.62,22.94
2019-12-17,38,62.0,,0.62,23.56
2019-12-18,38,62.0,,0.62,23.56
2019-12-19,48,62.0,,0.62,29.759999999999998
2019-12-20,49,62.0,,0.62,30.38
2019-12-21,41,62.0,,0.62,25.419999999999998
2019-12-22,44,62.0,,0.62,27.28
2019-12-23,51,62.0,,0.62,31.62
2019-12-24,51,62.0,,0.62,31.62
