date,pneumonia symptoms_unscaled,pneumonia symptoms_monthly,isPartial,scale,pneumonia symptoms
2010-08-20,41,17.0,,0.17,6.970000000000001
2010-08-21,89,17.0,,0.17,15.13
2010-08-22,74,17.0,,0.17,12.58
2010-08-23,100,17.0,,0.17,17.0
2010-08-24,68,17.0,,0.17,11.56
2010-08-25,90,17.0,,0.17,15.3
2010-08-26,54,17.0,,0.17,9.180000000000001
2010-08-27,46,17.0,,0.17,7.82
2010-08-28,51,17.0,,0.17,8.67
2010-08-29,96,17.0,,0.17,16.32
2010-08-30,68,17.0,,0.17,11.56
2010-08-31,93,17.0,,0.17,15.81
2010-09-01,36,26.0,False,0.26,9.36
2010-09-02,61,26.0,,0.26,15.860000000000001
2010-09-03,57,26.0,,0.26,14.82
2010-09-04,33,26.0,,0.26,8.58
2010-09-05,24,26.0,,0.26,6.24
2010-09-06,55,26.0,,0.26,14.3
2010-09-07,62,26.0,,0.26,16.12
2010-09-08,26,26.0,,0.26,6.76
2010-09-09,52,26.0,,0.26,13.52
2010-09-10,60,26.0,,0.26,15.600000000000001
2010-09-11,62,26.0,,0.26,16.12
2010-09-12,65,26.0,,0.26,16.900000000000002
2010-09-13,48,26.0,,0.26,12.48
2010-09-14,39,26.0,,0.26,10.14
2010-09-15,61,26.0,,0.26,15.860000000000001
2010-09-16,36,26.0,,0.26,9.36
2010-09-17,38,26.0,,0.26,9.88
2010-09-18,55,26.0,,0.26,14.3
2010-09-19,54,26.0,,0.26,14.040000000000001
2010-09-20,55,26.0,,0.26,14.3
2010-09-21,57,26.0,,0.26,14.82
2010-09-22,93,26.0,,0.26,24.18
2010-09-23,86,26.0,,0.26,22.36
2010-09-24,72,26.0,,0.26,18.72
2010-09-25,63,26.0,,0.26,16.38
2010-09-26,70,26.0,,0.26,18.2
2010-09-27,69,26.0,,0.26,17.94
2010-09-28,100,26.0,,0.26,26.0
2010-09-29,89,26.0,,0.26,23.14
2010-09-30,85,26.0,,0.26,22.1
2010-10-01,61,32.0,False,0.32,19.52
2010-10-02,47,32.0,,0.32,15.040000000000001
2010-10-03,58,32.0,,0.32,18.56
2010-10-04,64,32.0,,0.32,20.48
2010-10-05,35,32.0,,0.32,11.200000000000001
2010-10-06,63,32.0,,0.32,20.16
2010-10-07,90,32.0,,0.32,28.8
2010-10-08,72,32.0,,0.32,23.04
2010-10-09,82,32.0,,0.32,26.240000000000002
2010-10-10,43,32.0,,0.32,13.76
2010-10-11,85,32.0,,0.32,27.2
2010-10-12,83,32.0,,0.32,26.560000000000002
2010-10-13,47,32.0,,0.32,15.040000000000001
2010-10-14,70,32.0,,0.32,22.400000000000002
2010-10-15,64,32.0,,0.32,20.48
2010-10-16,43,32.0,,0.32,13.76
2010-10-17,97,32.0,,0.32,31.04
2010-10-18,78,32.0,,0.32,24.96
2010-10-19,100,32.0,,0.32,32.0
2010-10-20,51,32.0,,0.32,16.32
2010-10-21,84,32.0,,0.32,26.88
2010-10-22,70,32.0,,0.32,22.400000000000002
2010-10-23,50,32.0,,0.32,16.0
2010-10-24,83,32.0,,0.32,26.560000000000002
2010-10-25,91,32.0,,0.32,29.12
2010-10-26,86,32.0,,0.32,27.52
2010-10-27,61,32.0,,0.32,19.52
2010-10-28,82,32.0,,0.32,26.240000000000002
2010-10-29,48,32.0,,0.32,15.36
2010-10-30,71,32.0,,0.32,22.72
2010-10-31,79,32.0,,0.32,25.28
2010-11-01,83,41.0,False,0.41,34.03
2010-11-02,77,41.0,,0.41,31.569999999999997
2010-11-03,50,41.0,,0.41,20.5
2010-11-04,54,41.0,,0.41,22.139999999999997
2010-11-05,64,41.0,,0.41,26.24
2010-11-06,65,41.0,,0.41,26.65
2010-11-07,76,41.0,,0.41,31.159999999999997
2010-11-08,72,41.0,,0.41,29.52
2010-11-09,76,41.0,,0.41,31.159999999999997
2010-11-10,83,41.0,,0.41,34.03
2010-11-11,48,41.0,,0.41,19.68
2010-11-12,56,41.0,,0.41,22.959999999999997
2010-11-13,30,41.0,,0.41,12.299999999999999
2010-11-14,59,41.0,,0.41,24.189999999999998
2010-11-15,64,41.0,,0.41,26.24
2010-11-16,59,41.0,,0.41,24.189999999999998
2010-11-17,74,41.0,,0.41,30.34
2010-11-18,54,41.0,,0.41,22.139999999999997
2010-11-19,48,41.0,,0.41,19.68
2010-11-20,45,41.0,,0.41,18.45
2010-11-21,100,41.0,,0.41,41.0
2010-11-22,84,41.0,,0.41,34.44
2010-11-23,76,41.0,,0.41,31.159999999999997
2010-11-24,55,41.0,,0.41,22.549999999999997
2010-11-25,43,41.0,,0.41,17.63
2010-11-26,57,41.0,,0.41,23.369999999999997
2010-11-27,83,41.0,,0.41,34.03
2010-11-28,65,41.0,,0.41,26.65
2010-11-29,81,41.0,,0.41,33.21
2010-11-30,56,41.0,,0.41,22.959999999999997
2010-12-01,65,52.0,False,0.52,33.800000000000004
2010-12-02,35,52.0,,0.52,18.2
2010-12-03,65,52.0,,0.52,33.800000000000004
2010-12-04,53,52.0,,0.52,27.560000000000002
2010-12-05,66,52.0,,0.52,34.32
2010-12-06,51,52.0,,0.52,26.52
2010-12-07,47,52.0,,0.52,24.44
2010-12-08,64,52.0,,0.52,33.28
2010-12-09,58,52.0,,0.52,30.16
2010-12-10,65,52.0,,0.52,33.800000000000004
2010-12-11,57,52.0,,0.52,29.64
2010-12-12,52,52.0,,0.52,27.04
2010-12-13,60,52.0,,0.52,31.200000000000003
2010-12-14,71,52.0,,0.52,36.92
2010-12-15,70,52.0,,0.52,36.4
2010-12-16,55,52.0,,0.52,28.6
2010-12-17,62,52.0,,0.52,32.24
2010-12-18,54,52.0,,0.52,28.080000000000002
2010-12-19,61,52.0,,0.52,31.720000000000002
2010-12-20,100,52.0,,0.52,52.0
2010-12-21,59,52.0,,0.52,30.68
2010-12-22,63,52.0,,0.52,32.76
2010-12-23,57,52.0,,0.52,29.64
2010-12-24,60,52.0,,0.52,31.200000000000003
2010-12-25,49,52.0,,0.52,25.48
2010-12-26,91,52.0,,0.52,47.32
2010-12-27,94,52.0,,0.52,48.88
2010-12-28,87,52.0,,0.52,45.24
2010-12-29,90,52.0,,0.52,46.800000000000004
2010-12-30,84,52.0,,0.52,43.68
2010-12-31,67,52.0,,0.52,34.84
2011-01-01,77,70.0,False,0.7,53.9
2011-01-02,86,70.0,,0.7,60.199999999999996
2011-01-03,100,70.0,,0.7,70.0
2011-01-04,96,70.0,,0.7,67.19999999999999
2011-01-05,77,70.0,,0.7,53.9
2011-01-06,86,70.0,,0.7,60.199999999999996
2011-01-07,70,70.0,,0.7,49.0
2011-01-08,46,70.0,,0.7,32.199999999999996
2011-01-09,73,70.0,,0.7,51.099999999999994
2011-01-10,65,70.0,,0.7,45.5
2011-01-11,53,70.0,,0.7,37.099999999999994
2011-01-12,65,70.0,,0.7,45.5
2011-01-13,89,70.0,,0.7,62.3
2011-01-14,65,70.0,,0.7,45.5
2011-01-15,70,70.0,,0.7,49.0
2011-01-16,62,70.0,,0.7,43.4
2011-01-17,76,70.0,,0.7,53.199999999999996
2011-01-18,79,70.0,,0.7,55.3
2011-01-19,61,70.0,,0.7,42.699999999999996
2011-01-20,78,70.0,,0.7,54.599999999999994
2011-01-21,72,70.0,,0.7,50.4
2011-01-22,56,70.0,,0.7,39.199999999999996
2011-01-23,65,70.0,,0.7,45.5
2011-01-24,87,70.0,,0.7,60.9
2011-01-25,75,70.0,,0.7,52.5
2011-01-26,74,70.0,,0.7,51.8
2011-01-27,72,70.0,,0.7,50.4
2011-01-28,76,70.0,,0.7,53.199999999999996
2011-01-29,72,70.0,,0.7,50.4
2011-01-30,92,70.0,,0.7,64.39999999999999
2011-01-31,78,70.0,,0.7,54.599999999999994
2011-02-01,57,73.0,False,0.73,41.61
2011-02-02,77,73.0,,0.73,56.21
2011-02-03,88,73.0,,0.73,64.24
2011-02-04,57,73.0,,0.73,41.61
2011-02-05,80,73.0,,0.73,58.4
2011-02-06,77,73.0,,0.73,56.21
2011-02-07,82,73.0,,0.73,59.86
2011-02-08,100,73.0,,0.73,73.0
2011-02-09,85,73.0,,0.73,62.05
2011-02-10,73,73.0,,0.73,53.29
2011-02-11,66,73.0,,0.73,48.18
2011-02-12,69,73.0,,0.73,50.37
2011-02-13,93,73.0,,0.73,67.89
2011-02-14,85,73.0,,0.73,62.05
2011-02-15,81,73.0,,0.73,59.129999999999995
2011-02-16,71,73.0,,0.73,51.83
2011-02-17,63,73.0,,0.73,45.99
2011-02-18,77,73.0,,0.73,56.21
2011-02-19,88,73.0,,0.73,64.24
2011-02-20,74,73.0,,0.73,54.019999999999996
2011-02-21,94,73.0,,0.73,68.62
2011-02-22,70,73.0,,0.73,51.1
2011-02-23,63,73.0,,0.73,45.99
2011-02-24,76,73.0,,0.73,55.48
2011-02-25,72,73.0,,0.73,52.56
2011-02-26,49,73.0,,0.73,35.769999999999996
2011-02-27,67,73.0,,0.73,48.91
2011-02-28,81,73.0,,0.73,59.129999999999995
2011-03-01,66,55.0,False,0.55,36.300000000000004
2011-03-02,85,55.0,,0.55,46.75000000000001
2011-03-03,92,55.0,,0.55,50.6
2011-03-04,85,55.0,,0.55,46.75000000000001
2011-03-05,94,55.0,,0.55,51.7
2011-03-06,76,55.0,,0.55,41.800000000000004
2011-03-07,86,55.0,,0.55,47.300000000000004
2011-03-08,100,55.0,,0.55,55.00000000000001
2011-03-09,68,55.0,,0.55,37.400000000000006
2011-03-10,65,55.0,,0.55,35.75
2011-03-11,61,55.0,,0.55,33.550000000000004
2011-03-12,50,55.0,,0.55,27.500000000000004
2011-03-13,75,55.0,,0.55,41.25
2011-03-14,87,55.0,,0.55,47.85
2011-03-15,77,55.0,,0.55,42.35
2011-03-16,65,55.0,,0.55,35.75
2011-03-17,66,55.0,,0.55,36.300000000000004
2011-03-18,52,55.0,,0.55,28.6
2011-03-19,67,55.0,,0.55,36.85
2011-03-20,66,55.0,,0.55,36.300000000000004
2011-03-21,96,55.0,,0.55,52.800000000000004
2011-03-22,58,55.0,,0.55,31.900000000000002
2011-03-23,71,55.0,,0.55,39.050000000000004
2011-03-24,65,55.0,,0.55,35.75
2011-03-25,50,55.0,,0.55,27.500000000000004
2011-03-26,60,55.0,,0.55,33.0
2011-03-27,77,55.0,,0.55,42.35
2011-03-28,75,55.0,,0.55,41.25
2011-03-29,57,55.0,,0.55,31.35
2011-03-30,62,55.0,,0.55,34.1
2011-03-31,42,55.0,,0.55,23.1
2011-04-01,50,39.0,False,0.39,19.5
2011-04-02,88,39.0,,0.39,34.32
2011-04-03,88,39.0,,0.39,34.32
2011-04-04,84,39.0,,0.39,32.76
2011-04-05,95,39.0,,0.39,37.050000000000004
2011-04-06,71,39.0,,0.39,27.69
2011-04-07,77,39.0,,0.39,30.03
2011-04-08,81,39.0,,0.39,31.59
2011-04-09,92,39.0,,0.39,35.88
2011-04-10,100,39.0,,0.39,39.0
2011-04-11,92,39.0,,0.39,35.88
2011-04-12,86,39.0,,0.39,33.54
2011-04-13,74,39.0,,0.39,28.86
2011-04-14,75,39.0,,0.39,29.25
2011-04-15,78,39.0,,0.39,30.42
2011-04-16,76,39.0,,0.39,29.64
2011-04-17,96,39.0,,0.39,37.44
2011-04-18,58,39.0,,0.39,22.62
2011-04-19,70,39.0,,0.39,27.3
2011-04-20,59,39.0,,0.39,23.01
2011-04-21,90,39.0,,0.39,35.1
2011-04-22,50,39.0,,0.39,19.5
2011-04-23,80,39.0,,0.39,31.200000000000003
2011-04-24,83,39.0,,0.39,32.370000000000005
2011-04-25,86,39.0,,0.39,33.54
2011-04-26,74,39.0,,0.39,28.86
2011-04-27,73,39.0,,0.39,28.470000000000002
2011-04-28,47,39.0,,0.39,18.330000000000002
2011-04-29,41,39.0,,0.39,15.99
2011-04-30,59,39.0,,0.39,23.01
2011-05-01,78,35.0,False,0.35,27.299999999999997
2011-05-02,71,35.0,,0.35,24.849999999999998
2011-05-03,69,35.0,,0.35,24.15
2011-05-04,83,35.0,,0.35,29.049999999999997
2011-05-05,82,35.0,,0.35,28.7
2011-05-06,71,35.0,,0.35,24.849999999999998
2011-05-07,62,35.0,,0.35,21.7
2011-05-08,82,35.0,,0.35,28.7
2011-05-09,66,35.0,,0.35,23.099999999999998
2011-05-10,63,35.0,,0.35,22.049999999999997
2011-05-11,66,35.0,,0.35,23.099999999999998
2011-05-12,80,35.0,,0.35,28.0
2011-05-13,72,35.0,,0.35,25.2
2011-05-14,71,35.0,,0.35,24.849999999999998
2011-05-15,87,35.0,,0.35,30.45
2011-05-16,100,35.0,,0.35,35.0
2011-05-17,71,35.0,,0.35,24.849999999999998
2011-05-18,51,35.0,,0.35,17.849999999999998
2011-05-19,79,35.0,,0.35,27.65
2011-05-20,70,35.0,,0.35,24.5
2011-05-21,50,35.0,,0.35,17.5
2011-05-22,50,35.0,,0.35,17.5
2011-05-23,69,35.0,,0.35,24.15
2011-05-24,58,35.0,,0.35,20.299999999999997
2011-05-25,49,35.0,,0.35,17.15
2011-05-26,55,35.0,,0.35,19.25
2011-05-27,41,35.0,,0.35,14.35
2011-05-28,49,35.0,,0.35,17.15
2011-05-29,55,35.0,,0.35,19.25
2011-05-30,65,35.0,,0.35,22.75
2011-05-31,52,35.0,,0.35,18.2
2011-06-01,73,28.0,False,0.28,20.44
2011-06-02,88,28.0,,0.28,24.64
2011-06-03,83,28.0,,0.28,23.240000000000002
2011-06-04,68,28.0,,0.28,19.040000000000003
2011-06-05,100,28.0,,0.28,28.000000000000004
2011-06-06,96,28.0,,0.28,26.880000000000003
2011-06-07,65,28.0,,0.28,18.200000000000003
2011-06-08,80,28.0,,0.28,22.400000000000002
2011-06-09,62,28.0,,0.28,17.360000000000003
2011-06-10,58,28.0,,0.28,16.240000000000002
2011-06-11,84,28.0,,0.28,23.520000000000003
2011-06-12,86,28.0,,0.28,24.080000000000002
2011-06-13,70,28.0,,0.28,19.6
2011-06-14,79,28.0,,0.28,22.12
2011-06-15,97,28.0,,0.28,27.160000000000004
2011-06-16,59,28.0,,0.28,16.520000000000003
2011-06-17,78,28.0,,0.28,21.840000000000003
2011-06-18,49,28.0,,0.28,13.72
2011-06-19,51,28.0,,0.28,14.280000000000001
2011-06-20,61,28.0,,0.28,17.080000000000002
2011-06-21,80,28.0,,0.28,22.400000000000002
2011-06-22,74,28.0,,0.28,20.720000000000002
2011-06-23,50,28.0,,0.28,14.000000000000002
2011-06-24,47,28.0,,0.28,13.160000000000002
2011-06-25,71,28.0,,0.28,19.880000000000003
2011-06-26,58,28.0,,0.28,16.240000000000002
2011-06-27,77,28.0,,0.28,21.560000000000002
2011-06-28,39,28.0,,0.28,10.920000000000002
2011-06-29,43,28.0,,0.28,12.040000000000001
2011-06-30,46,28.0,,0.28,12.88
2011-07-01,68,22.0,False,0.22,14.96
2011-07-02,81,22.0,,0.22,17.82
2011-07-03,63,22.0,,0.22,13.86
2011-07-04,84,22.0,,0.22,18.48
2011-07-05,70,22.0,,0.22,15.4
2011-07-06,58,22.0,,0.22,12.76
2011-07-07,84,22.0,,0.22,18.48
2011-07-08,60,22.0,,0.22,13.2
2011-07-09,57,22.0,,0.22,12.540000000000001
2011-07-10,98,22.0,,0.22,21.56
2011-07-11,91,22.0,,0.22,20.02
2011-07-12,89,22.0,,0.22,19.580000000000002
2011-07-13,90,22.0,,0.22,19.8
2011-07-14,78,22.0,,0.22,17.16
2011-07-15,77,22.0,,0.22,16.94
2011-07-16,77,22.0,,0.22,16.94
2011-07-17,96,22.0,,0.22,21.12
2011-07-18,68,22.0,,0.22,14.96
2011-07-19,75,22.0,,0.22,16.5
2011-07-20,61,22.0,,0.22,13.42
2011-07-21,58,22.0,,0.22,12.76
2011-07-22,42,22.0,,0.22,9.24
2011-07-23,86,22.0,,0.22,18.92
2011-07-24,84,22.0,,0.22,18.48
2011-07-25,53,22.0,,0.22,11.66
2011-07-26,100,22.0,,0.22,22.0
2011-07-27,50,22.0,,0.22,11.0
2011-07-28,79,22.0,,0.22,17.38
2011-07-29,93,22.0,,0.22,20.46
2011-07-30,61,22.0,,0.22,13.42
2011-07-31,33,22.0,,0.22,7.26
2011-08-01,61,22.0,False,0.22,13.42
2011-08-02,47,22.0,,0.22,10.34
2011-08-03,57,22.0,,0.22,12.540000000000001
2011-08-04,43,22.0,,0.22,9.46
2011-08-05,70,22.0,,0.22,15.4
2011-08-06,94,22.0,,0.22,20.68
2011-08-07,75,22.0,,0.22,16.5
2011-08-08,77,22.0,,0.22,16.94
2011-08-09,83,22.0,,0.22,18.26
2011-08-10,74,22.0,,0.22,16.28
2011-08-11,64,22.0,,0.22,14.08
2011-08-12,75,22.0,,0.22,16.5
2011-08-13,48,22.0,,0.22,10.56
2011-08-14,30,22.0,,0.22,6.6
2011-08-15,54,22.0,,0.22,11.88
2011-08-16,83,22.0,,0.22,18.26
2011-08-17,74,22.0,,0.22,16.28
2011-08-18,48,22.0,,0.22,10.56
2011-08-19,67,22.0,,0.22,14.74
2011-08-20,100,22.0,,0.22,22.0
2011-08-21,68,22.0,,0.22,14.96
2011-08-22,47,22.0,,0.22,10.34
2011-08-23,100,22.0,,0.22,22.0
2011-08-24,75,22.0,,0.22,16.5
2011-08-25,81,22.0,,0.22,17.82
2011-08-26,73,22.0,,0.22,16.06
2011-08-27,37,22.0,,0.22,8.14
2011-08-28,69,22.0,,0.22,15.18
2011-08-29,82,22.0,,0.22,18.04
2011-08-30,91,22.0,,0.22,20.02
2011-08-31,91,22.0,,0.22,20.02
2011-09-01,36,32.0,False,0.32,11.52
2011-09-02,50,32.0,,0.32,16.0
2011-09-03,59,32.0,,0.32,18.88
2011-09-04,75,32.0,,0.32,24.0
2011-09-05,52,32.0,,0.32,16.64
2011-09-06,56,32.0,,0.32,17.92
2011-09-07,67,32.0,,0.32,21.44
2011-09-08,58,32.0,,0.32,18.56
2011-09-09,73,32.0,,0.32,23.36
2011-09-10,42,32.0,,0.32,13.44
2011-09-11,70,32.0,,0.32,22.400000000000002
2011-09-12,43,32.0,,0.32,13.76
2011-09-13,46,32.0,,0.32,14.72
2011-09-14,69,32.0,,0.32,22.080000000000002
2011-09-15,66,32.0,,0.32,21.12
2011-09-16,63,32.0,,0.32,20.16
2011-09-17,63,32.0,,0.32,20.16
2011-09-18,79,32.0,,0.32,25.28
2011-09-19,47,32.0,,0.32,15.040000000000001
2011-09-20,88,32.0,,0.32,28.16
2011-09-21,85,32.0,,0.32,27.2
2011-09-22,67,32.0,,0.32,21.44
2011-09-23,78,32.0,,0.32,24.96
2011-09-24,65,32.0,,0.32,20.8
2011-09-25,74,32.0,,0.32,23.68
2011-09-26,74,32.0,,0.32,23.68
2011-09-27,100,32.0,,0.32,32.0
2011-09-28,89,32.0,,0.32,28.48
2011-09-29,69,32.0,,0.32,22.080000000000002
2011-09-30,79,32.0,,0.32,25.28
2011-10-01,52,39.0,False,0.39,20.28
2011-10-02,72,39.0,,0.39,28.080000000000002
2011-10-03,100,39.0,,0.39,39.0
2011-10-04,77,39.0,,0.39,30.03
2011-10-05,92,39.0,,0.39,35.88
2011-10-06,66,39.0,,0.39,25.740000000000002
2011-10-07,52,39.0,,0.39,20.28
2011-10-08,67,39.0,,0.39,26.130000000000003
2011-10-09,78,39.0,,0.39,30.42
2011-10-10,85,39.0,,0.39,33.15
2011-10-11,85,39.0,,0.39,33.15
2011-10-12,78,39.0,,0.39,30.42
2011-10-13,65,39.0,,0.39,25.35
2011-10-14,51,39.0,,0.39,19.89
2011-10-15,42,39.0,,0.39,16.38
2011-10-16,71,39.0,,0.39,27.69
2011-10-17,45,39.0,,0.39,17.55
2011-10-18,56,39.0,,0.39,21.84
2011-10-19,44,39.0,,0.39,17.16
2011-10-20,44,39.0,,0.39,17.16
2011-10-21,42,39.0,,0.39,16.38
2011-10-22,42,39.0,,0.39,16.38
2011-10-23,47,39.0,,0.39,18.330000000000002
2011-10-24,58,39.0,,0.39,22.62
2011-10-25,46,39.0,,0.39,17.94
2011-10-26,38,39.0,,0.39,14.82
2011-10-27,46,39.0,,0.39,17.94
2011-10-28,33,39.0,,0.39,12.870000000000001
2011-10-29,59,39.0,,0.39,23.01
2011-10-30,57,39.0,,0.39,22.23
2011-10-31,52,39.0,,0.39,20.28
2011-11-01,55,34.0,False,0.34,18.700000000000003
2011-11-02,55,34.0,,0.34,18.700000000000003
2011-11-03,65,34.0,,0.34,22.1
2011-11-04,66,34.0,,0.34,22.44
2011-11-05,66,34.0,,0.34,22.44
2011-11-06,75,34.0,,0.34,25.500000000000004
2011-11-07,75,34.0,,0.34,25.500000000000004
2011-11-08,45,34.0,,0.34,15.3
2011-11-09,81,34.0,,0.34,27.540000000000003
2011-11-10,81,34.0,,0.34,27.540000000000003
2011-11-11,62,34.0,,0.34,21.080000000000002
2011-11-12,87,34.0,,0.34,29.580000000000002
2011-11-13,86,34.0,,0.34,29.240000000000002
2011-11-14,68,34.0,,0.34,23.12
2011-11-15,91,34.0,,0.34,30.94
2011-11-16,62,34.0,,0.34,21.080000000000002
2011-11-17,68,34.0,,0.34,23.12
2011-11-18,70,34.0,,0.34,23.8
2011-11-19,57,34.0,,0.34,19.380000000000003
2011-11-20,70,34.0,,0.34,23.8
2011-11-21,70,34.0,,0.34,23.8
2011-11-22,84,34.0,,0.34,28.560000000000002
2011-11-23,44,34.0,,0.34,14.96
2011-11-24,56,34.0,,0.34,19.040000000000003
2011-11-25,81,34.0,,0.34,27.540000000000003
2011-11-26,70,34.0,,0.34,23.8
2011-11-27,70,34.0,,0.34,23.8
2011-11-28,91,34.0,,0.34,30.94
2011-11-29,100,34.0,,0.34,34.0
2011-11-30,87,34.0,,0.34,29.580000000000002
2011-12-01,58,49.0,False,0.49,28.419999999999998
2011-12-02,47,49.0,,0.49,23.03
2011-12-03,70,49.0,,0.49,34.3
2011-12-04,36,49.0,,0.49,17.64
2011-12-05,65,49.0,,0.49,31.849999999999998
2011-12-06,73,49.0,,0.49,35.769999999999996
2011-12-07,80,49.0,,0.49,39.2
2011-12-08,58,49.0,,0.49,28.419999999999998
2011-12-09,45,49.0,,0.49,22.05
2011-12-10,42,49.0,,0.49,20.58
2011-12-11,47,49.0,,0.49,23.03
2011-12-12,69,49.0,,0.49,33.81
2011-12-13,59,49.0,,0.49,28.91
2011-12-14,59,49.0,,0.49,28.91
2011-12-15,68,49.0,,0.49,33.32
2011-12-16,73,49.0,,0.49,35.769999999999996
2011-12-17,47,49.0,,0.49,23.03
2011-12-18,52,49.0,,0.49,25.48
2011-12-19,72,49.0,,0.49,35.28
2011-12-20,82,49.0,,0.49,40.18
2011-12-21,73,49.0,,0.49,35.769999999999996
2011-12-22,86,49.0,,0.49,42.14
2011-12-23,62,49.0,,0.49,30.38
2011-12-24,79,49.0,,0.49,38.71
2011-12-25,55,49.0,,0.49,26.95
2011-12-26,85,49.0,,0.49,41.65
2011-12-27,100,49.0,,0.49,49.0
2011-12-28,88,49.0,,0.49,43.12
2011-12-29,93,49.0,,0.49,45.57
2011-12-30,75,49.0,,0.49,36.75
2011-12-31,80,49.0,,0.49,39.2
2012-01-01,80,58.0,False,0.58,46.4
2012-01-02,96,58.0,,0.58,55.67999999999999
2012-01-03,91,58.0,,0.58,52.779999999999994
2012-01-04,89,58.0,,0.58,51.62
2012-01-05,94,58.0,,0.58,54.519999999999996
2012-01-06,82,58.0,,0.58,47.559999999999995
2012-01-07,94,58.0,,0.58,54.519999999999996
2012-01-08,71,58.0,,0.58,41.18
2012-01-09,91,58.0,,0.58,52.779999999999994
2012-01-10,80,58.0,,0.58,46.4
2012-01-11,82,58.0,,0.58,47.559999999999995
2012-01-12,82,58.0,,0.58,47.559999999999995
2012-01-13,67,58.0,,0.58,38.86
2012-01-14,68,58.0,,0.58,39.44
2012-01-15,70,58.0,,0.58,40.599999999999994
2012-01-16,85,58.0,,0.58,49.3
2012-01-17,83,58.0,,0.58,48.13999999999999
2012-01-18,76,58.0,,0.58,44.08
2012-01-19,87,58.0,,0.58,50.459999999999994
2012-01-20,60,58.0,,0.58,34.8
2012-01-21,74,58.0,,0.58,42.919999999999995
2012-01-22,56,58.0,,0.58,32.48
2012-01-23,100,58.0,,0.58,57.99999999999999
2012-01-24,63,58.0,,0.58,36.54
2012-01-25,64,58.0,,0.58,37.12
2012-01-26,100,58.0,,0.58,57.99999999999999
2012-01-27,74,58.0,,0.58,42.919999999999995
2012-01-28,73,58.0,,0.58,42.339999999999996
2012-01-29,74,58.0,,0.58,42.919999999999995
2012-01-30,87,58.0,,0.58,50.459999999999994
2012-01-31,68,58.0,,0.58,39.44
2012-02-01,83,49.0,False,0.49,40.67
2012-02-02,76,49.0,,0.49,37.24
2012-02-03,72,49.0,,0.49,35.28
2012-02-04,66,49.0,,0.49,32.339999999999996
2012-02-05,100,49.0,,0.49,49.0
2012-02-06,79,49.0,,0.49,38.71
2012-02-07,56,49.0,,0.49,27.439999999999998
2012-02-08,69,49.0,,0.49,33.81
2012-02-09,86,49.0,,0.49,42.14
2012-02-10,73,49.0,,0.49,35.769999999999996
2012-02-11,71,49.0,,0.49,34.79
2012-02-12,71,49.0,,0.49,34.79
2012-02-13,73,49.0,,0.49,35.769999999999996
2012-02-14,70,49.0,,0.49,34.3
2012-02-15,79,49.0,,0.49,38.71
2012-02-16,84,49.0,,0.49,41.16
2012-02-17,76,49.0,,0.49,37.24
2012-02-18,50,49.0,,0.49,24.5
2012-02-19,72,49.0,,0.49,35.28
2012-02-20,77,49.0,,0.49,37.73
2012-02-21,89,49.0,,0.49,43.61
2012-02-22,59,49.0,,0.49,28.91
2012-02-23,97,49.0,,0.49,47.53
2012-02-24,74,49.0,,0.49,36.26
2012-02-25,64,49.0,,0.49,31.36
2012-02-26,75,49.0,,0.49,36.75
2012-02-27,78,49.0,,0.49,38.22
2012-02-28,69,49.0,,0.49,33.81
2012-02-29,55,49.0,,0.49,26.95
2012-03-01,72,38.0,False,0.38,27.36
2012-03-02,88,38.0,,0.38,33.44
2012-03-03,85,38.0,,0.38,32.3
2012-03-04,81,38.0,,0.38,30.78
2012-03-05,80,38.0,,0.38,30.4
2012-03-06,99,38.0,,0.38,37.62
2012-03-07,74,38.0,,0.38,28.12
2012-03-08,62,38.0,,0.38,23.56
2012-03-09,77,38.0,,0.38,29.26
2012-03-10,45,38.0,,0.38,17.1
2012-03-11,73,38.0,,0.38,27.740000000000002
2012-03-12,68,38.0,,0.38,25.84
2012-03-13,80,38.0,,0.38,30.4
2012-03-14,79,38.0,,0.38,30.02
2012-03-15,79,38.0,,0.38,30.02
2012-03-16,94,38.0,,0.38,35.72
2012-03-17,86,38.0,,0.38,32.68
2012-03-18,65,38.0,,0.38,24.7
2012-03-19,100,38.0,,0.38,38.0
2012-03-20,77,38.0,,0.38,29.26
2012-03-21,84,38.0,,0.38,31.92
2012-03-22,89,38.0,,0.38,33.82
2012-03-23,71,38.0,,0.38,26.98
2012-03-24,66,38.0,,0.38,25.080000000000002
2012-03-25,68,38.0,,0.38,25.84
2012-03-26,70,38.0,,0.38,26.6
2012-03-27,61,38.0,,0.38,23.18
2012-03-28,70,38.0,,0.38,26.6
2012-03-29,82,38.0,,0.38,31.16
2012-03-30,53,38.0,,0.38,20.14
2012-03-31,66,38.0,,0.38,25.080000000000002
2012-04-01,68,38.0,False,0.38,25.84
2012-04-02,69,38.0,,0.38,26.22
2012-04-03,35,38.0,,0.38,13.3
2012-04-04,78,38.0,,0.38,29.64
2012-04-05,78,38.0,,0.38,29.64
2012-04-06,57,38.0,,0.38,21.66
2012-04-07,70,38.0,,0.38,26.6
2012-04-08,58,38.0,,0.38,22.04
2012-04-09,70,38.0,,0.38,26.6
2012-04-10,96,38.0,,0.38,36.480000000000004
2012-04-11,71,38.0,,0.38,26.98
2012-04-12,87,38.0,,0.38,33.06
